EventType,ActionTime,FromDeme.FromHost,ToDeme.ToHost
SAMPLING,12.5211300999028,House81-160-MALE,House81-160-MALE
INFECTION,12.5475969803124,House642-1282-MALE,House642-1283-FEMALE
INFECTION,12.560588934014,House4001-8084-FEMALE,House3945-7888-MALE
SAMPLING,12.5800991248261,House642-1282-MALE,House642-1282-MALE
INFECTION,12.5971623250355,House10-18-MALE,House4001-8078-FEMALE
SAMPLING,12.6540471330867,House1980-3958-MALE,House1980-3958-MALE
INFECTION,12.6663617788316,House4001-8173-FEMALE,House885-8539-MALE
SAMPLING,12.6834545440173,House10-19-FEMALE,House10-19-FEMALE
INFECTION,12.7130793796586,House599-1196-MALE,House1996-3991-FEMALE
INFECTION,12.949365300928,House1126-2250-MALE,House1126-2251-FEMALE
INFECTION,12.988999031773,House4001-8097-FEMALE,House3955-7908-MALE
INFECTION,13.044591224754,House661-1320-MALE,House292-583-FEMALE
INFECTION,13.1024562710008,House1126-2250-MALE,House3541-7081-FEMALE
SAMPLING,13.1186033340782,House3639-7276-MALE,House3639-7276-MALE
INFECTION,13.1870822723573,House643-1284-MALE,House120-239-FEMALE
INFECTION,13.2474127081577,House4001-8084-FEMALE,House1319-2636-MALE
SAMPLING,13.2784430530167,House3577-7152-MALE,House3577-7152-MALE
INFECTION,13.3739381083689,House4001-8078-FEMALE,House782-1562-MALE
INFECTION,13.4057871537743,House4001-8084-FEMALE,House1357-2712-MALE
INFECTION,13.446825321814,House1357-2712-MALE,House850-1699-FEMALE
INFECTION,13.4540572655116,House3541-7081-FEMALE,House3541-7080-MALE
INFECTION,13.4911232375724,House4001-8097-FEMALE,House328-654-MALE
INFECTION,13.5218710796542,House782-1562-MALE,House782-1563-FEMALE
INFECTION,13.597215577994,House4001-8078-FEMALE,House800-1598-MALE
SAMPLING,13.6907345757663,House1206-2411-FEMALE,House1206-2411-FEMALE
INFECTION,13.7365523738596,House5-9-FEMALE,House1087-2172-MALE
INFECTION,13.8086099617663,House4001-8097-FEMALE,House1779-3556-MALE
INFECTION,13.8299562322894,House4001-8173-FEMALE,House1913-3824-MALE
INFECTION,13.9102004167202,House3955-7908-MALE,House3955-7909-FEMALE
SAMPLING,13.9951249397488,House140-279-FEMALE,House140-279-FEMALE
SAMPLING,14.0375818924845,House3577-7153-FEMALE,House3577-7153-FEMALE
INFECTION,14.0905977045201,House4001-8078-FEMALE,House378-754-MALE
SAMPLING,14.1330599128654,House4001-8084-FEMALE,House4001-8084-FEMALE
SAMPLING,14.2701528364564,House431-861-FEMALE,House431-861-FEMALE
INFECTION,14.305325690875,House800-1598-MALE,House4001-8194-FEMALE
INFECTION,14.3277624017846,House800-1598-MALE,House1507-3013-FEMALE
INFECTION,14.3813006002968,House1087-2172-MALE,House4001-8142-FEMALE
INFECTION,14.3904894946383,House4001-8142-FEMALE,House3601-7200-MALE
INFECTION,14.4532596125063,House4001-8097-FEMALE,House597-1192-MALE
INFECTION,14.5026857386638,House3945-7888-MALE,House4001-8115-FEMALE
INFECTION,14.5902515490876,House1206-2410-MALE,House4001-8029-FEMALE
INFECTION,14.6089563145763,House4001-8078-FEMALE,House732-1462-MALE
INFECTION,14.66645725537,House4001-8115-FEMALE,House3926-7850-MALE
INFECTION,14.6830950213401,House1996-3991-FEMALE,House1996-3990-MALE
SAMPLING,14.7555001487967,House2045-4088-MALE,House2045-4088-MALE
INFECTION,14.7705506751956,House4001-8194-FEMALE,House1187-2372-MALE
INFECTION,14.7859026505897,House4001-8194-FEMALE,House857-1712-MALE
SAMPLING,14.9188826095922,House643-1284-MALE,House643-1284-MALE
INFECTION,14.947418893816,House1187-2372-MALE,House1980-3959-FEMALE
INFECTION,15.0080255134503,House1319-2636-MALE,House4001-8039-FEMALE
INFECTION,15.1514322164512,House4001-8115-FEMALE,House602-1202-MALE
INFECTION,15.2806235405717,House4001-8078-FEMALE,House1888-3774-MALE
INFECTION,15.2817523225986,House4001-8173-FEMALE,House1591-3180-MALE
INFECTION,15.3339917744895,House4001-8029-FEMALE,House829-1656-MALE
INFECTION,15.3356648800956,House4001-8078-FEMALE,House217-432-MALE
INFECTION,15.4044449786634,House1888-3774-MALE,House699-1397-FEMALE
INFECTION,15.4194871799517,House1779-3556-MALE,House1779-8252-FEMALE
INFECTION,15.4467908309576,House4001-8029-FEMALE,House122-242-MALE
INFECTION,15.5214372638887,House4001-8097-FEMALE,House1774-8606-MALE
SAMPLING,15.5264044170761,House1144-2286-MALE,House1144-2286-MALE
INFECTION,15.5562138203686,House1126-2251-FEMALE,House1340-2678-MALE
INFECTION,15.573245075031,House4001-8115-FEMALE,House283-564-MALE
SAMPLING,15.6037833792548,House3510-7018-MALE,House3510-7018-MALE
SAMPLING,15.6781506763698,House10-18-MALE,House10-18-MALE
INFECTION,15.680212741611,House885-8539-MALE,House885-1769-FEMALE
INFECTION,15.7962118342546,House1087-2172-MALE,House1087-2173-FEMALE
INFECTION,15.8527667691883,House4001-8142-FEMALE,House1297-2592-MALE
INFECTION,15.860320532178,House4001-8173-FEMALE,House266-530-MALE
INFECTION,15.8746174912909,House782-1562-MALE,House2720-8570-FEMALE
INFECTION,15.8829908753654,House4001-8039-FEMALE,House285-568-MALE
SAMPLING,15.9046875149028,House688-1374-MALE,House688-1374-MALE
SAMPLING,15.9504686263141,House1885-3768-MALE,House1885-3768-MALE
INFECTION,15.9577642271121,House642-1283-FEMALE,House642-8797-MALE
INFECTION,16.1118883639931,House1410-2819-FEMALE,House942-1882-MALE
SAMPLING,16.1151546474145,House2070-4138-MALE,House2070-4138-MALE
INFECTION,16.1957908475111,House4001-8039-FEMALE,House1270-2538-MALE
INFECTION,16.2243027659599,House4001-8142-FEMALE,House556-1110-MALE
SAMPLING,16.3787087292574,House892-1782-MALE,House892-1782-MALE
INFECTION,16.4035719813721,House217-432-MALE,House217-433-FEMALE
INFECTION,16.405163180122,House782-1563-FEMALE,House458-8294-MALE
SAMPLING,16.4248648447475,House1206-2410-MALE,House1206-2410-MALE
INFECTION,16.4652487461632,House4001-8173-FEMALE,House776-1550-MALE
INFECTION,16.4939106752344,House266-530-MALE,House549-1097-FEMALE
INFECTION,16.5083439400843,House458-8294-MALE,House458-915-FEMALE
SAMPLING,16.5316583045734,House661-1320-MALE,House661-1320-MALE
INFECTION,16.5508382764145,House850-1699-FEMALE,House546-1090-MALE
INFECTION,16.6632272534087,House4001-8142-FEMALE,House1628-3254-MALE
SAMPLING,16.7534125828598,House599-1197-FEMALE,House599-1197-FEMALE
INFECTION,16.7665997145978,House1628-3254-MALE,House1628-3255-FEMALE
INFECTION,17.0176350195131,House427-852-MALE,House2105-4209-FEMALE
SAMPLING,17.028600939076,House1104-2206-MALE,House1104-2206-MALE
INFECTION,17.0921778412404,House1126-2250-MALE,House333-665-FEMALE
INFECTION,17.1135019617287,House4001-8078-FEMALE,House2783-5564-MALE
SAMPLING,17.1146169000522,House5-9-FEMALE,House5-9-FEMALE
INFECTION,17.1292556736251,House829-1656-MALE,House1809-3617-FEMALE
INFECTION,17.1563032533053,House4001-8115-FEMALE,House1092-2182-MALE
INFECTION,17.1818711250437,House857-1712-MALE,House857-1713-FEMALE
INFECTION,17.1908966938005,House3945-7888-MALE,House2023-8402-FEMALE
INFECTION,17.1969627937714,House431-860-MALE,House4001-8042-FEMALE
INFECTION,17.2569896980228,House3601-7200-MALE,House3601-7201-FEMALE
INFECTION,17.2591042698242,House4001-8078-FEMALE,House1427-2852-MALE
INFECTION,17.2803831439327,House4001-8039-FEMALE,House1075-2148-MALE
INFECTION,17.2844100367383,House597-1192-MALE,House597-1193-FEMALE
INFECTION,17.3201681039621,House642-8797-MALE,House1408-2815-FEMALE
INFECTION,17.3889033198799,House4001-8142-FEMALE,House850-1698-MALE
INFECTION,17.4333931958485,House4001-8142-FEMALE,House1438-2874-MALE
INFECTION,17.4407225142637,House3955-7909-FEMALE,House1685-3368-MALE
INFECTION,17.4472910857132,House776-1550-MALE,House776-1551-FEMALE
INFECTION,17.5201103044623,House1507-3013-FEMALE,House1537-3072-MALE
INFECTION,17.5480458940756,House2398-8215-FEMALE,House651-1300-MALE
INFECTION,17.5767369209886,House1685-3368-MALE,House91-181-FEMALE
SAMPLING,17.6099682965228,House3479-6957-FEMALE,House3479-6957-FEMALE
INFECTION,17.6337233258474,House4001-8142-FEMALE,House3286-6570-MALE
SAMPLING,17.6715247792201,House1410-2819-FEMALE,House1410-2819-FEMALE
INFECTION,17.6969969814821,House546-1090-MALE,House546-1091-FEMALE
INFECTION,17.8745475934115,House4001-8042-FEMALE,House309-616-MALE
INFECTION,17.93535633756,House4001-8029-FEMALE,House235-468-MALE
INFECTION,17.9649240026109,House4001-8173-FEMALE,House1510-3018-MALE
INFECTION,17.975238708692,House4001-8078-FEMALE,House3792-7582-MALE
SAMPLING,18.0316000563377,House2601-8401-FEMALE,House2601-8401-FEMALE
INFECTION,18.2353929389047,House651-1300-MALE,House1017-2033-FEMALE
INFECTION,18.2735031428017,House4001-8142-FEMALE,House1028-2054-MALE
INFECTION,18.298756190937,House4001-8042-FEMALE,House461-920-MALE
SAMPLING,18.3103130062221,House120-239-FEMALE,House120-239-FEMALE
INFECTION,18.3829682270621,House1340-2678-MALE,House1340-2679-FEMALE
SAMPLING,18.3947679061336,House3541-7080-MALE,House3541-7080-MALE
SAMPLING,18.4273922413733,House1087-2172-MALE,House1087-2172-MALE
SAMPLING,18.4662037750438,House1002-2003-FEMALE,House1002-2003-FEMALE
INFECTION,18.4887241107436,House602-1202-MALE,House273-545-FEMALE
INFECTION,18.5266728815092,House1187-2372-MALE,House4001-8009-FEMALE
INFECTION,18.5619843962579,House3926-7850-MALE,House3926-7851-FEMALE
INFECTION,18.5899772569477,House285-568-MALE,House285-569-FEMALE
INFECTION,18.6097356295453,House4001-8142-FEMALE,House25-48-MALE
INFECTION,18.6519408891989,House800-1598-MALE,House4001-8126-FEMALE
INFECTION,18.6730616817987,House458-8294-MALE,House4001-8054-FEMALE
INFECTION,18.6758947391345,House4001-8042-FEMALE,House3854-7706-MALE
INFECTION,18.6883376234559,House4001-8054-FEMALE,House1552-3102-MALE
SAMPLING,18.7064409946383,House4001-8173-FEMALE,House4001-8173-FEMALE
SAMPLING,18.8214748006705,House1126-2250-MALE,House1126-2250-MALE
INFECTION,18.8591337240691,House732-1462-MALE,House732-1463-FEMALE
INFECTION,18.8627689912141,House309-616-MALE,House309-617-FEMALE
INFECTION,18.8740870810336,House1319-2636-MALE,House1319-2637-FEMALE
INFECTION,18.9300724503429,House4001-8009-FEMALE,House1435-2868-MALE
INFECTION,18.9707864365904,House4001-8097-FEMALE,House990-1978-MALE
SAMPLING,18.9746814129151,House431-860-MALE,House431-860-MALE
INFECTION,18.985690100775,House942-1882-MALE,House872-8607-FEMALE
SAMPLING,18.9942827809055,House599-1196-MALE,House599-1196-MALE
INFECTION,19.0362195536151,House597-1193-FEMALE,House2174-4346-MALE
INFECTION,19.0537333634792,House1104-2207-FEMALE,House676-1350-MALE
INFECTION,19.0540348580432,House3601-7200-MALE,House4001-8129-FEMALE
INFECTION,19.0719581059636,House4001-8078-FEMALE,House604-1206-MALE
SAMPLING,19.1260559731411,House1526-3050-MALE,House1526-3050-MALE
INFECTION,19.1361948345543,House4001-8097-FEMALE,House1351-2700-MALE
SAMPLING,19.1488555657774,House643-1285-FEMALE,House643-1285-FEMALE
INFECTION,19.1514369405661,House217-433-FEMALE,House136-270-MALE
INFECTION,19.1937531355527,House235-468-MALE,House4001-8069-FEMALE
INFECTION,19.2107858734332,House4001-8042-FEMALE,House3886-7770-MALE
INFECTION,19.2271589003273,House829-1656-MALE,House829-1657-FEMALE
INFECTION,19.2487762006438,House4001-8097-FEMALE,House1436-2870-MALE
INFECTION,19.2518991070355,House1351-2700-MALE,House1351-2701-FEMALE
INFECTION,19.2801554471744,House4001-8054-FEMALE,House385-768-MALE
INFECTION,19.30140084819,House4001-8029-FEMALE,House134-266-MALE
INFECTION,19.3137379232581,House4001-8078-FEMALE,House3692-8380-MALE
SAMPLING,19.3420817792817,House4001-8097-FEMALE,House4001-8097-FEMALE
INFECTION,19.3471721480952,House3945-7888-MALE,House3021-6041-FEMALE
SAMPLING,19.3858815790396,House1104-2207-FEMALE,House1104-2207-FEMALE
INFECTION,19.3918485818728,House285-568-MALE,House4001-8154-FEMALE
INFECTION,19.3998711242701,House4001-8115-FEMALE,House870-1738-MALE
INFECTION,19.4036714700428,House651-1300-MALE,House651-8972-FEMALE
INFECTION,19.421971170563,House461-920-MALE,House4001-8137-FEMALE
INFECTION,19.4313504109369,House2105-4209-FEMALE,House2105-8674-MALE
INFECTION,19.4647715315378,House385-768-MALE,House385-8547-FEMALE
INFECTION,19.4808553036581,House4001-8137-FEMALE,House1398-2794-MALE
INFECTION,19.5213431380405,House776-1550-MALE,House2653-5305-FEMALE
SAMPLING,19.5733984036246,House885-8539-MALE,House885-8539-MALE
INFECTION,19.5786293573332,House4001-8029-FEMALE,House419-836-MALE
INFECTION,19.6178746177896,House136-270-MALE,House136-271-FEMALE
INFECTION,19.6365113205682,House4001-8142-FEMALE,House1081-2160-MALE
INFECTION,19.6850173896592,House4001-8042-FEMALE,House1315-2628-MALE
INFECTION,19.6860795123791,House4001-8194-FEMALE,House3696-7390-MALE
INFECTION,19.6951206985697,House4001-8115-FEMALE,House1241-2480-MALE
INFECTION,19.7217681075086,House4001-8154-FEMALE,House2157-4312-MALE
INFECTION,19.7275493473347,House122-242-MALE,House122-243-FEMALE
INFECTION,19.7640670405449,House800-1598-MALE,House1080-2159-FEMALE
INFECTION,19.7700653136631,House217-432-MALE,House4001-8136-FEMALE
INFECTION,19.8055701311727,House4001-8029-FEMALE,House128-254-MALE
INFECTION,19.8343776495546,House597-1193-FEMALE,House1887-3772-MALE
SAMPLING,19.8393504830032,House3479-6956-MALE,House3479-6956-MALE
INFECTION,19.8710955145721,House4001-8039-FEMALE,House186-370-MALE
SAMPLING,19.8752932305361,House3945-7888-MALE,House3945-7888-MALE
INFECTION,19.8775682237353,House4001-8154-FEMALE,House1116-2230-MALE
INFECTION,19.8779176344687,House4001-8029-FEMALE,House523-1044-MALE
INFECTION,19.9009685248207,House4001-8039-FEMALE,House920-1838-MALE
INFECTION,19.9124947437341,House942-1882-MALE,House4001-8190-FEMALE
INFECTION,20.0189065066087,House461-920-MALE,House461-921-FEMALE
INFECTION,20.0500469603949,House1241-2480-MALE,House1241-2481-FEMALE
INFECTION,20.0896602613485,House4001-8115-FEMALE,House1471-2940-MALE
INFECTION,20.1062167666701,House4001-8142-FEMALE,House1361-2720-MALE
INFECTION,20.1258098508342,House4001-8078-FEMALE,House234-466-MALE
INFECTION,20.1308116132012,House4001-8042-FEMALE,House1671-3340-MALE
INFECTION,20.1425048798594,House850-1698-MALE,House1995-3989-FEMALE
SAMPLING,20.1630384089576,House1126-2251-FEMALE,House1126-2251-FEMALE
INFECTION,20.1727721037829,House1438-2874-MALE,House4001-8018-FEMALE
INFECTION,20.190704214738,House1075-2148-MALE,House1075-2149-FEMALE
INFECTION,20.1947086552274,House1017-2033-FEMALE,House996-1990-MALE
SAMPLING,20.196739783159,House4001-8029-FEMALE,House4001-8029-FEMALE
INFECTION,20.2128739694219,House1671-3340-MALE,House1536-3071-FEMALE
INFECTION,20.2135047014238,House4001-8039-FEMALE,House155-308-MALE
INFECTION,20.2267563781602,House1270-2538-MALE,House1270-2539-FEMALE
SAMPLING,20.2283781557713,House850-1699-FEMALE,House850-1699-FEMALE
INFECTION,20.229352460737,House4001-8018-FEMALE,House2517-5032-MALE
INFECTION,20.2367197635158,House4001-8018-FEMALE,House3381-8585-MALE
INFECTION,20.2886899899815,House1888-3774-MALE,House1888-3775-FEMALE
INFECTION,20.2961470836326,House3696-7390-MALE,House4001-8086-FEMALE
INFECTION,20.3126169799548,House3692-8380-MALE,House4001-8184-FEMALE
SAMPLING,20.3129968921738,House4001-8115-FEMALE,House4001-8115-FEMALE
INFECTION,20.3336208381596,House2653-5305-FEMALE,House2653-5304-MALE
INFECTION,20.3954124128218,House4001-8142-FEMALE,House1601-3200-MALE
SAMPLING,20.4342765878904,House427-852-MALE,House427-852-MALE
INFECTION,20.4415685455095,House3381-8585-MALE,House4001-8192-FEMALE
SAMPLING,20.4496638645352,House283-564-MALE,House283-564-MALE
INFECTION,20.4507560370279,House4001-8078-FEMALE,House620-1238-MALE
INFECTION,20.4637285477178,House1685-3368-MALE,House4001-8095-FEMALE
INFECTION,20.4876545141009,House549-1097-FEMALE,House549-8731-MALE
INFECTION,20.5209674889701,House134-266-MALE,House134-267-FEMALE
INFECTION,20.5399135789237,House2105-8674-MALE,House4001-8199-FEMALE
INFECTION,20.5499267049118,House1408-2815-FEMALE,House1408-2814-MALE
INFECTION,20.5804797248504,House1537-3072-MALE,House4001-8162-FEMALE
INFECTION,20.5825032918219,House4001-8137-FEMALE,House1156-8558-MALE
SAMPLING,20.5998552100545,House1996-3991-FEMALE,House1996-3991-FEMALE
INFECTION,20.6080638622639,House4001-8042-FEMALE,House1110-2218-MALE
INFECTION,20.6365985145715,House4001-8095-FEMALE,House647-1292-MALE
INFECTION,20.6462338089699,House3854-7706-MALE,House1406-2811-FEMALE
INFECTION,20.6502572076727,House676-1350-MALE,House676-1351-FEMALE
INFECTION,20.6603598947094,House4001-8137-FEMALE,House703-1404-MALE
INFECTION,20.6795134635914,House4001-8095-FEMALE,House166-8571-MALE
INFECTION,20.7013221490226,House4001-8042-FEMALE,House1342-2682-MALE
INFECTION,20.7460093320591,House4001-8136-FEMALE,House774-1546-MALE
INFECTION,20.7551858836501,House128-254-MALE,House128-255-FEMALE
INFECTION,20.7585753912759,House1315-2628-MALE,House1315-2629-FEMALE
INFECTION,20.7673530445909,House4001-8086-FEMALE,House614-1226-MALE
INFECTION,20.8337351474322,House4001-8142-FEMALE,House487-972-MALE
INFECTION,20.8389348288371,House4001-8054-FEMALE,House2335-4668-MALE
INFECTION,20.842050346217,House4001-8154-FEMALE,House637-1272-MALE
INFECTION,20.8725303723753,House602-1202-MALE,House602-1203-FEMALE
INFECTION,20.875708459246,House4001-8192-FEMALE,House924-1846-MALE
INFECTION,20.8968737876318,House4001-8086-FEMALE,House1742-3482-MALE
INFECTION,20.9006308246903,House1995-3989-FEMALE,House389-776-MALE
SAMPLING,20.909748926106,House4001-8078-FEMALE,House4001-8078-FEMALE
INFECTION,20.9129928302712,House385-768-MALE,House1482-8705-FEMALE
SAMPLING,20.9291839306696,House333-665-FEMALE,House333-665-FEMALE
INFECTION,20.9360689024981,House620-1238-MALE,House4001-8159-FEMALE
INFECTION,20.9716140780364,House1601-3200-MALE,House1601-3201-FEMALE
INFECTION,21.0111938646348,House782-1563-FEMALE,House565-1128-MALE
INFECTION,21.0119477439216,House1471-2940-MALE,House1471-2941-FEMALE
INFECTION,21.0185863276774,House602-1202-MALE,House4001-8023-FEMALE
INFECTION,21.0355055313587,House1340-2679-FEMALE,House1277-2552-MALE
INFECTION,21.036583868816,House920-1838-MALE,House357-713-FEMALE
INFECTION,21.0477235432489,House1092-2182-MALE,House1092-8340-FEMALE
SAMPLING,21.0694968644153,House3541-7081-FEMALE,House3541-7081-FEMALE
INFECTION,21.0707172402575,House556-1110-MALE,House1764-3527-FEMALE
INFECTION,21.0723830519089,House4001-8199-FEMALE,House1581-3160-MALE
INFECTION,21.0919063358398,House4001-8162-FEMALE,House3876-7750-MALE
INFECTION,21.0968955320735,House4001-8086-FEMALE,House1502-3002-MALE
INFECTION,21.1053871392549,House4001-8192-FEMALE,House1204-2406-MALE
INFECTION,21.1496618775851,House4001-8039-FEMALE,House2407-4812-MALE
INFECTION,21.1566643997989,House4001-8159-FEMALE,House1966-3930-MALE
INFECTION,21.1822992734044,House1080-2159-FEMALE,House1080-2158-MALE
INFECTION,21.2043662932423,House1482-8705-FEMALE,House1833-8281-MALE
INFECTION,21.2127895289779,House4001-8184-FEMALE,House473-944-MALE
INFECTION,21.2138808031462,House4001-8042-FEMALE,House397-8204-MALE
INFECTION,21.2138898147815,House699-1397-FEMALE,House699-8288-MALE
SAMPLING,21.2408209091517,House642-8797-MALE,House642-8797-MALE
INFECTION,21.2532568683236,House4001-8069-FEMALE,House1811-3620-MALE
SAMPLING,21.2590510246544,House1087-2173-FEMALE,House1087-2173-FEMALE
INFECTION,21.2763310783243,House2023-8402-FEMALE,House2023-4044-MALE
SAMPLING,21.2766086517617,House378-754-MALE,House378-754-MALE
INFECTION,21.2858829260216,House4001-8192-FEMALE,House909-1816-MALE
SAMPLING,21.3140387974701,House1507-3013-FEMALE,House1507-3013-FEMALE
SAMPLING,21.3176947222782,House266-530-MALE,House266-530-MALE
INFECTION,21.3375953031665,House4001-8023-FEMALE,House701-8810-MALE
INFECTION,21.3827970563679,House1685-3368-MALE,House2457-4913-FEMALE
INFECTION,21.4307698935534,House782-1562-MALE,House4001-8017-FEMALE
INFECTION,21.4566333400734,House4001-8154-FEMALE,House207-412-MALE
INFECTION,21.4677320529069,House4001-8042-FEMALE,House1686-3370-MALE
INFECTION,21.4698750606331,House4001-8017-FEMALE,House2777-5552-MALE
INFECTION,21.475862722253,House235-468-MALE,House235-469-FEMALE
INFECTION,21.5446238719789,House4001-8086-FEMALE,House3071-6140-MALE
INFECTION,21.5612870467272,House676-1351-FEMALE,House2141-4280-MALE
INFECTION,21.5627120938985,House1685-3368-MALE,House4001-8132-FEMALE
SAMPLING,21.5868554311423,House328-654-MALE,House328-654-MALE
INFECTION,21.6210121629568,House1581-3160-MALE,House4001-8931-FEMALE
INFECTION,21.6253526986522,House4001-8009-FEMALE,House2197-8862-MALE
INFECTION,21.682352921826,House2070-4139-FEMALE,House1548-3094-MALE
INFECTION,21.6921449823628,House1092-2182-MALE,House201-8932-FEMALE
INFECTION,21.7040976209579,House207-412-MALE,House1456-2911-FEMALE
INFECTION,21.7171659779519,House2457-4913-FEMALE,House2457-4912-MALE
INFECTION,21.7334876776716,House3021-6041-FEMALE,House3021-6040-MALE
SAMPLING,21.7506839144498,House1187-2372-MALE,House1187-2372-MALE
INFECTION,21.7564471384144,House207-412-MALE,House488-8599-FEMALE
INFECTION,21.7571866932871,House4001-8023-FEMALE,House1974-9026-MALE
INFECTION,21.7601699462034,House4001-8017-FEMALE,House342-682-MALE
INFECTION,21.7736813736839,House1685-3368-MALE,House1419-2837-FEMALE
INFECTION,21.7877629100898,House4001-8154-FEMALE,House1102-2202-MALE
SAMPLING,21.7976613938978,House217-432-MALE,House217-432-MALE
INFECTION,21.8576486192983,House4001-8023-FEMALE,House180-9040-MALE
