EventType,ActionTime,FromDeme.FromHost,ToDeme.ToHost
INFECTION,35.8301236096502,House1106-2210-MALE,House1106-8490-FEMALE
INFECTION,35.8307980733409,House4001-8034-FEMALE,House1478-2954-MALE
INFECTION,35.831642830832,House4001-8197-FEMALE,House207-10038-MALE
INFECTION,35.8319563903633,House1208-2414-MALE,House1208-10305-FEMALE
INFECTION,35.832304567001,House602-9426-MALE,House403-9377-FEMALE
INFECTION,35.8347278286055,House404-806-MALE,House4001-10133-FEMALE
INFECTION,35.836837670507,House1040-2078-MALE,House1040-2079-FEMALE
INFECTION,35.8397214759511,House2272-4543-FEMALE,House2837-5672-MALE
INFECTION,35.8414313188272,House1768-3534-MALE,House1354-2707-FEMALE
INFECTION,35.84445781781,House3117-6233-FEMALE,House3117-6232-MALE
INFECTION,35.85746835474,House4001-8076-FEMALE,House1915-3828-MALE
INFECTION,35.8579729932788,House4001-8161-FEMALE,House3789-7576-MALE
INFECTION,35.8583425368599,House1088-2174-MALE,House1088-9159-FEMALE
INFECTION,35.8585153829653,House1220-2438-MALE,House1220-2439-FEMALE
INFECTION,35.8680761117298,House3804-7606-MALE,House554-8357-FEMALE
SAMPLING,35.8681562782344,House1772-3542-MALE,House1772-3542-MALE
INFECTION,35.8685306364206,House4001-8045-FEMALE,House2460-4918-MALE
SAMPLING,35.8696714518176,House4001-8161-FEMALE,House4001-8161-FEMALE
SAMPLING,35.8706749726205,House3795-7588-MALE,House3795-7588-MALE
SAMPLING,35.8716383198669,House1999-3997-FEMALE,House1999-3997-FEMALE
SAMPLING,35.8858777506486,House2164-4326-MALE,House2164-4326-MALE
INFECTION,35.8895909708546,House1508-3014-MALE,House1508-3015-FEMALE
SAMPLING,35.8936982269508,House762-1522-MALE,House762-1522-MALE
SAMPLING,35.8937155344586,House2736-5471-FEMALE,House2736-5471-FEMALE
SAMPLING,35.8955585165878,House2416-8334-FEMALE,House2416-8334-FEMALE
SAMPLING,35.8970460397716,House4001-8079-FEMALE,House4001-8079-FEMALE
INFECTION,35.8975137079736,House2747-5492-MALE,House2747-9573-FEMALE
SAMPLING,35.8980830642436,House1848-3694-MALE,House1848-3694-MALE
INFECTION,35.8985515430097,House4001-8141-FEMALE,House1844-3686-MALE
SAMPLING,35.9084874333576,House2545-8820-MALE,House2545-8820-MALE
INFECTION,35.911868281634,House9-17-FEMALE,House432-862-MALE
INFECTION,35.9185676801877,House317-633-FEMALE,House2307-9336-MALE
INFECTION,35.9194883799904,House1946-3890-MALE,House4001-10045-FEMALE
SAMPLING,35.9213835727218,House4001-8012-FEMALE,House4001-8012-FEMALE
INFECTION,35.9258098634873,House4001-9945-FEMALE,House1650-3298-MALE
SAMPLING,35.9268732234988,House1580-3159-FEMALE,House1580-3159-FEMALE
INFECTION,35.9278643370051,House398-794-MALE,House398-795-FEMALE
INFECTION,35.9301049063738,House4001-10147-FEMALE,House1490-2978-MALE
SAMPLING,35.9337451532743,House1005-2009-FEMALE,House1005-2009-FEMALE
INFECTION,35.9337798329448,House4001-8398-FEMALE,House3229-6456-MALE
INFECTION,35.9341709642735,House4001-8034-FEMALE,House1725-3448-MALE
SAMPLING,35.9368625887838,House3872-7742-MALE,House3872-7742-MALE
SAMPLING,35.938371706121,House1764-3526-MALE,House1764-3526-MALE
SAMPLING,35.940373196495,House3188-6374-MALE,House3188-6374-MALE
INFECTION,35.9478803748438,House4001-8034-FEMALE,House1600-3198-MALE
INFECTION,35.947924974825,House3534-9498-MALE,House3534-9151-FEMALE
INFECTION,35.9488225905638,House4001-9564-FEMALE,House915-1828-MALE
INFECTION,35.9488785314877,House3794-7586-MALE,House3794-7587-FEMALE
SAMPLING,35.9490937956768,House296-591-FEMALE,House296-591-FEMALE
INFECTION,35.9508731485592,House117-232-MALE,House117-233-FEMALE
SAMPLING,35.9515169242193,House341-680-MALE,House341-680-MALE
INFECTION,35.9527813898372,House1284-2566-MALE,House3353-6705-FEMALE
INFECTION,35.954880106392,House4001-9782-FEMALE,House661-10255-MALE
SAMPLING,35.9582159185774,House2381-9384-FEMALE,House2381-9384-FEMALE
SAMPLING,35.9681771378548,House1769-3537-FEMALE,House1769-3537-FEMALE
INFECTION,35.9721072760282,House895-1788-MALE,House486-971-FEMALE
INFECTION,35.9728232500862,House4001-8113-FEMALE,House1705-3408-MALE
INFECTION,35.9762001850351,House1994-3986-MALE,House2067-4133-FEMALE
SAMPLING,35.984937166378,House4001-9796-FEMALE,House4001-9796-FEMALE
INFECTION,35.9893823787007,House1163-2324-MALE,House1163-8840-FEMALE
SAMPLING,35.992749868321,House1192-2382-MALE,House1192-2382-MALE
SAMPLING,35.9943681948105,House1924-3846-MALE,House1924-3846-MALE
SAMPLING,35.9948589916186,House3046-6090-MALE,House3046-6090-MALE
SAMPLING,35.9980067399437,House2964-5927-FEMALE,House2964-5927-FEMALE
INFECTION,35.9992929369308,House801-1601-FEMALE,House3443-6884-MALE
SAMPLING,36.0011989775004,House111-220-MALE,House111-220-MALE
INFECTION,36.0053759966295,House726-1450-MALE,House726-1451-FEMALE
INFECTION,36.0076021511373,House4001-10178-FEMALE,House2668-9236-MALE
INFECTION,36.0079587268635,House3114-6226-MALE,House457-8714-FEMALE
SAMPLING,36.0110907008905,House271-540-MALE,House271-540-MALE
SAMPLING,36.0167121106421,House1852-3703-FEMALE,House1852-3703-FEMALE
SAMPLING,36.0173990648164,House58-114-MALE,House58-114-MALE
INFECTION,36.0262170095554,House4001-8191-FEMALE,House1225-2448-MALE
INFECTION,36.0263450788111,House4001-9906-FEMALE,House1640-3278-MALE
SAMPLING,36.0287328740675,House951-1901-FEMALE,House951-1901-FEMALE
INFECTION,36.03056798677,House4001-8068-FEMALE,House176-350-MALE
INFECTION,36.0401442154931,House269-536-MALE,House2020-4039-FEMALE
INFECTION,36.0421494537963,House936-1870-MALE,House1101-2201-FEMALE
INFECTION,36.0479810153367,House554-8357-FEMALE,House547-1092-MALE
INFECTION,36.0488444598983,House1774-8280-FEMALE,House434-8865-MALE
INFECTION,36.0491169341202,House4001-8119-FEMALE,House1000-1998-MALE
INFECTION,36.0542455155812,House4001-10045-FEMALE,House2252-4502-MALE
INFECTION,36.0544455181491,House1688-3374-MALE,House1688-3375-FEMALE
INFECTION,36.0562570621519,House3040-8478-MALE,House4001-8089-FEMALE
INFECTION,36.0605667764378,House4001-8064-FEMALE,House2612-5222-MALE
SAMPLING,36.0642241052437,House290-578-MALE,House290-578-MALE
INFECTION,36.0646055601304,House4001-9856-FEMALE,House1198-2394-MALE
INFECTION,36.065653552335,House4001-8180-FEMALE,House1781-9545-MALE
INFECTION,36.066505017044,House2612-5222-MALE,House2612-5223-FEMALE
SAMPLING,36.0697488834885,House1379-2757-FEMALE,House1379-2757-FEMALE
SAMPLING,36.0711627047117,House1880-3758-MALE,House1880-3758-MALE
INFECTION,36.0712194656624,House2514-5026-MALE,House1034-2067-FEMALE
INFECTION,36.0769303234486,House1519-3037-FEMALE,House1519-3036-MALE
INFECTION,36.0813934685897,House1478-2954-MALE,House1478-2955-FEMALE
INFECTION,36.0877959801711,House1540-3078-MALE,House4001-9725-FEMALE
INFECTION,36.0892450708205,House2432-4862-MALE,House2432-10333-FEMALE
INFECTION,36.0915945832171,House1860-3718-MALE,House2250-4499-FEMALE
INFECTION,36.0947705466733,House4001-9264-FEMALE,House411-820-MALE
SAMPLING,36.096598558766,House1320-2639-FEMALE,House1320-2639-FEMALE
INFECTION,36.0980344717058,House30-58-MALE,House818-8675-FEMALE
INFECTION,36.1012455797293,House4001-8119-FEMALE,House1391-2780-MALE
INFECTION,36.1060980452059,House1111-2220-MALE,House4001-8196-FEMALE
INFECTION,36.1071641865737,House234-10019-MALE,House4001-8388-FEMALE
INFECTION,36.1159258228202,House109-216-MALE,House109-217-FEMALE
INFECTION,36.117797421204,House1906-3811-FEMALE,House1906-10285-MALE
INFECTION,36.1299293834194,House3257-6512-MALE,House3257-6513-FEMALE
INFECTION,36.1365652994255,House504-1006-MALE,House2326-4651-FEMALE
INFECTION,36.140374107065,House4001-8027-FEMALE,House2712-5422-MALE
SAMPLING,36.1438267233363,House158-9299-MALE,House158-9299-MALE
SAMPLING,36.1472665153158,House1325-2649-FEMALE,House1325-2649-FEMALE
SAMPLING,36.1570711307434,House3872-7743-FEMALE,House3872-7743-FEMALE
INFECTION,36.1640499740268,House234-10019-MALE,House1472-2943-FEMALE
INFECTION,36.1655427039937,House1774-8280-FEMALE,House1175-9695-MALE
INFECTION,36.1661935279366,House3705-7408-MALE,House3705-7409-FEMALE
INFECTION,36.1846487265527,House271-9244-FEMALE,House1922-3842-MALE
SAMPLING,36.1871470254266,House1310-2619-FEMALE,House1310-2619-FEMALE
SAMPLING,36.1873163831055,House133-264-MALE,House133-264-MALE
INFECTION,36.1895706262356,House4001-8068-FEMALE,House3370-8791-MALE
INFECTION,36.1931642880616,House2748-8839-FEMALE,House2748-5494-MALE
INFECTION,36.193811821584,House1872-3742-MALE,House2357-4713-FEMALE
INFECTION,36.1960108214957,House1734-3467-FEMALE,House531-9127-MALE
SAMPLING,36.1972575322869,House970-1939-FEMALE,House970-1939-FEMALE
INFECTION,36.2016173873682,House4001-8411-FEMALE,House673-1344-MALE
INFECTION,36.2016566676093,House969-1936-MALE,House2327-9047-FEMALE
INFECTION,36.2111088326205,House1226-2450-MALE,House3558-7115-FEMALE
INFECTION,36.2145520857951,House3832-7662-MALE,House3832-9489-FEMALE
SAMPLING,36.2167003207874,House4001-8113-FEMALE,House4001-8113-FEMALE
SAMPLING,36.2207712954017,House1578-3154-MALE,House1578-3154-MALE
SAMPLING,36.2215182922753,House1370-2739-FEMALE,House1370-2739-FEMALE
INFECTION,36.2295719661253,House1545-3088-MALE,House1545-3089-FEMALE
INFECTION,36.2320756722242,House2617-9069-FEMALE,House1981-3960-MALE
INFECTION,36.2332197556899,House125-248-MALE,House1010-2019-FEMALE
SAMPLING,36.2347454231019,House1546-9282-MALE,House1546-9282-MALE
SAMPLING,36.2348819864173,House713-1425-FEMALE,House713-1425-FEMALE
INFECTION,36.2553235544357,House1776-3550-MALE,House1776-3551-FEMALE
SAMPLING,36.257328372378,House117-232-MALE,House117-232-MALE
SAMPLING,36.2610471428322,House3417-6833-FEMALE,House3417-6833-FEMALE
SAMPLING,36.2664721645852,House1213-2424-MALE,House1213-2424-MALE
INFECTION,36.2678457199491,House1963-3925-FEMALE,House2106-4210-MALE
SAMPLING,36.281070712642,House2022-4043-FEMALE,House2022-4043-FEMALE
INFECTION,36.2812087966907,House4001-8027-FEMALE,House837-1672-MALE
INFECTION,36.2829328200254,House1103-8590-MALE,House267-10110-FEMALE
INFECTION,36.2911787653393,House1207-2412-MALE,House3182-6363-FEMALE
INFECTION,36.292069708424,House4001-10133-FEMALE,House671-1340-MALE
SAMPLING,36.2951484864534,House1113-9580-MALE,House1113-9580-MALE
INFECTION,36.2994727737627,House4001-8098-FEMALE,House228-454-MALE
INFECTION,36.3012104196588,House4001-8125-FEMALE,House874-1746-MALE
INFECTION,36.3056957263636,House4001-10275-FEMALE,House2749-9889-MALE
INFECTION,36.305805335675,House2070-10153-FEMALE,House633-10317-MALE
SAMPLING,36.3084852789797,House940-1878-MALE,House940-1878-MALE
INFECTION,36.3134061099603,House605-1208-MALE,House605-9002-FEMALE
INFECTION,36.3161667413953,House4001-8139-FEMALE,House2171-4340-MALE
SAMPLING,36.318112957193,House1411-2821-FEMALE,House1411-2821-FEMALE
SAMPLING,36.3185306503493,House936-1870-MALE,House936-1870-MALE
SAMPLING,36.3284497309151,House1932-3862-MALE,House1932-3862-MALE
SAMPLING,36.328827224535,House1085-2168-MALE,House1085-2168-MALE
INFECTION,36.3291260488012,House1302-2603-FEMALE,House3989-7976-MALE
INFECTION,36.3295277320377,House1233-2464-MALE,House900-9785-FEMALE
SAMPLING,36.3301805874123,House822-1642-MALE,House822-1642-MALE
SAMPLING,36.3334674937199,House462-9915-FEMALE,House462-9915-FEMALE
SAMPLING,36.3399487405062,House2833-5664-MALE,House2833-5664-MALE
INFECTION,36.3405956996475,House2406-8574-MALE,House2908-5815-FEMALE
SAMPLING,36.3434439489547,House1927-3853-FEMALE,House1927-3853-FEMALE
SAMPLING,36.3542638909132,House4001-8125-FEMALE,House4001-8125-FEMALE
SAMPLING,36.3552100649971,House2175-4349-FEMALE,House2175-4349-FEMALE
INFECTION,36.357030642066,House2137-4272-MALE,House2137-4273-FEMALE
INFECTION,36.3620941425833,House560-9767-MALE,House560-1119-FEMALE
INFECTION,36.3667098859645,House4001-8028-FEMALE,House2505-5008-MALE
INFECTION,36.3723109124128,House4001-9725-FEMALE,House2757-5512-MALE
INFECTION,36.3799951370835,House485-8781-FEMALE,House485-968-MALE
INFECTION,36.3800776387886,House2017-8771-MALE,House2017-4033-FEMALE
INFECTION,36.3806461954462,House4001-8015-FEMALE,House1287-2572-MALE
INFECTION,36.380651609504,House1057-8688-FEMALE,House2473-4944-MALE
SAMPLING,36.3839336298647,House2562-5123-FEMALE,House2562-5123-FEMALE
SAMPLING,36.3855536748756,House1117-2232-MALE,House1117-2232-MALE
INFECTION,36.3858134806857,House4001-8633-FEMALE,House2959-5916-MALE
SAMPLING,36.387569861675,House2361-4720-MALE,House2361-4720-MALE
SAMPLING,36.3906771444348,House788-1575-FEMALE,House788-1575-FEMALE
SAMPLING,36.399883254993,House465-929-FEMALE,House465-929-FEMALE
INFECTION,36.4038000520186,House4001-8180-FEMALE,House2221-4440-MALE
INFECTION,36.4065635053068,House1781-9545-MALE,House1781-3561-FEMALE
SAMPLING,36.4090551927733,House417-9528-MALE,House417-9528-MALE
INFECTION,36.4123493062704,House2975-8466-MALE,House2975-5949-FEMALE
SAMPLING,36.4199810275819,House368-734-MALE,House368-734-MALE
SAMPLING,36.4220681981976,House462-922-MALE,House462-922-MALE
INFECTION,36.4277564361941,House1679-3356-MALE,House3244-6487-FEMALE
INFECTION,36.4290536696226,House1345-2688-MALE,House1345-2689-FEMALE
SAMPLING,36.4320059189836,House989-1977-FEMALE,House989-1977-FEMALE
SAMPLING,36.4329906613108,House2665-5328-MALE,House2665-5328-MALE
SAMPLING,36.4386871769792,House4001-8188-FEMALE,House4001-8188-FEMALE
INFECTION,36.4391424975353,House4001-8061-FEMALE,House1137-2272-MALE
INFECTION,36.4400123857864,House2668-9236-MALE,House3391-6781-FEMALE
INFECTION,36.4414908299275,House1229-2456-MALE,House1830-9746-FEMALE
INFECTION,36.4421044315224,House1603-9611-FEMALE,House3572-7142-MALE
INFECTION,36.4432675704683,House4001-8028-FEMALE,House735-1468-MALE
INFECTION,36.4438404218391,House1302-2603-FEMALE,House2343-8943-MALE
SAMPLING,36.4440162297917,House1363-2725-FEMALE,House1363-2725-FEMALE
INFECTION,36.4473233865152,House553-1104-MALE,House553-1105-FEMALE
SAMPLING,36.4516754638788,House3599-7196-MALE,House3599-7196-MALE
INFECTION,36.4619024986396,House4001-8085-FEMALE,House1735-3468-MALE
INFECTION,36.4623256329962,House1759-3517-FEMALE,House71-140-MALE
INFECTION,36.4648705476712,House261-520-MALE,House1035-2069-FEMALE
SAMPLING,36.4649458157476,House2466-4930-MALE,House2466-4930-MALE
INFECTION,36.4661361288211,House4001-8028-FEMALE,House1949-3896-MALE
SAMPLING,36.4691917190622,House304-606-MALE,House304-606-MALE
SAMPLING,36.4714354923909,House1473-2944-MALE,House1473-2944-MALE
SAMPLING,36.4714975916942,House1716-3430-MALE,House1716-3430-MALE
SAMPLING,36.4716737982011,House1599-3197-FEMALE,House1599-3197-FEMALE
SAMPLING,36.4731405357582,House2984-5966-MALE,House2984-5966-MALE
INFECTION,36.4742089438984,House4001-8183-FEMALE,House3272-6542-MALE
INFECTION,36.4744660666772,House4001-8098-FEMALE,House440-10286-MALE
SAMPLING,36.4776691914722,House56-110-MALE,House56-110-MALE
INFECTION,36.481146244238,House234-10019-MALE,House234-467-FEMALE
INFECTION,36.4840551617074,House162-322-MALE,House162-323-FEMALE
INFECTION,36.5119035238876,House1083-2165-FEMALE,House163-324-MALE
INFECTION,36.5125140731274,House1104-9208-FEMALE,House1104-9379-MALE
INFECTION,36.5131388280401,House4001-8177-FEMALE,House729-10399-MALE
INFECTION,36.5170582483685,House2033-4064-MALE,House2033-4065-FEMALE
INFECTION,36.5205148665055,House2473-4944-MALE,House2473-4945-FEMALE
INFECTION,36.520722964932,House2940-5878-MALE,House2940-8604-FEMALE
SAMPLING,36.5241630976815,House3536-9687-MALE,House3536-9687-MALE
INFECTION,36.5268355471723,House4001-8004-FEMALE,House1518-9102-MALE
SAMPLING,36.5297203999335,House3399-6796-MALE,House3399-6796-MALE
INFECTION,36.5302649494302,House4001-8411-FEMALE,House54-10239-MALE
SAMPLING,36.5318878714953,House1104-9208-FEMALE,House1104-9208-FEMALE
SAMPLING,36.5319987369286,House1289-2577-FEMALE,House1289-2577-FEMALE
SAMPLING,36.5346218339707,House4001-8038-FEMALE,House4001-8038-FEMALE
SAMPLING,36.5346221786058,House1763-3524-MALE,House1763-3524-MALE
SAMPLING,36.5375698481149,House1013-2024-MALE,House1013-2024-MALE
INFECTION,36.5381278490851,House1509-3016-MALE,House511-10329-FEMALE
INFECTION,36.5498829525827,House1533-3064-MALE,House1533-3065-FEMALE
SAMPLING,36.5500852992221,House1088-2174-MALE,House1088-2174-MALE
INFECTION,36.5502502095908,House1010-2019-FEMALE,House3313-8510-MALE
SAMPLING,36.5505306150566,House1146-8702-MALE,House1146-8702-MALE
INFECTION,36.5690790969504,House2709-5416-MALE,House3184-6367-FEMALE
INFECTION,36.5721263341397,House1194-2387-FEMALE,House744-10018-MALE
INFECTION,36.5767505668463,House3671-7341-FEMALE,House3671-7340-MALE
SAMPLING,36.588607601058,House3180-6359-FEMALE,House3180-6359-FEMALE
INFECTION,36.5913753857965,House315-628-MALE,House4001-8163-FEMALE
INFECTION,36.5939916715218,House20-38-MALE,House1202-8830-FEMALE
SAMPLING,36.5972719913907,House2215-4429-FEMALE,House2215-4429-FEMALE
INFECTION,36.5976111711901,House4001-9782-FEMALE,House793-10303-MALE
INFECTION,36.5986313676306,House1374-2747-FEMALE,House1374-9360-MALE
SAMPLING,36.5999113324359,House2335-4669-FEMALE,House2335-4669-FEMALE
INFECTION,36.6042315324163,House3273-8321-MALE,House3273-6545-FEMALE
INFECTION,36.6105781383669,House4001-8485-FEMALE,House1905-3808-MALE
INFECTION,36.6111886080666,House358-715-FEMALE,House2010-4018-MALE
INFECTION,36.6165264416352,House330-658-MALE,House330-10186-FEMALE
SAMPLING,36.6252202256898,House1695-3389-FEMALE,House1695-3389-FEMALE
SAMPLING,36.6300073834461,House442-882-MALE,House442-882-MALE
INFECTION,36.6362953264046,House4001-8601-FEMALE,House1169-2336-MALE
SAMPLING,36.6388657295649,House715-1428-MALE,House715-1428-MALE
INFECTION,36.6426975365448,House4001-8047-FEMALE,House1369-2736-MALE
SAMPLING,36.6506972565075,House3785-7569-FEMALE,House3785-7569-FEMALE
SAMPLING,36.6534621869617,House722-1442-MALE,House722-1442-MALE
INFECTION,36.6547563360165,House4001-8140-FEMALE,House422-9884-MALE
SAMPLING,36.6575521967185,House343-9410-MALE,House343-9410-MALE
SAMPLING,36.664502867112,House470-939-FEMALE,House470-939-FEMALE
INFECTION,36.6744321495434,House1708-3414-MALE,House1708-3415-FEMALE
SAMPLING,36.6753789389614,House2528-5054-MALE,House2528-5054-MALE
INFECTION,36.6774554727688,House4001-8141-FEMALE,House154-306-MALE
INFECTION,36.6801257471245,House4001-8411-FEMALE,House738-1474-MALE
SAMPLING,36.6838384623881,House293-585-FEMALE,House293-585-FEMALE
INFECTION,36.6876751521165,House4001-8134-FEMALE,House682-1362-MALE
INFECTION,36.6898672397612,House447-8500-FEMALE,House1265-2528-MALE
SAMPLING,36.6926746885033,House3880-7759-FEMALE,House3880-7759-FEMALE
INFECTION,36.7033281399492,House21-9516-MALE,House21-8445-FEMALE
SAMPLING,36.7052600968205,House545-1088-MALE,House545-1088-MALE
INFECTION,36.7090148669267,House4001-8040-FEMALE,House995-9212-MALE
INFECTION,36.712091280396,House2775-5548-MALE,House1575-10100-FEMALE
INFECTION,36.7159851680555,House4001-8196-FEMALE,House1873-8942-MALE
INFECTION,36.7226892803917,House4001-9424-FEMALE,House480-958-MALE
SAMPLING,36.7243676392118,House3300-8538-MALE,House3300-8538-MALE
INFECTION,36.7277870924273,House2954-5906-MALE,House2954-5907-FEMALE
SAMPLING,36.729968822539,House3794-7586-MALE,House3794-7586-MALE
INFECTION,36.7358997371724,House4001-8411-FEMALE,House863-1724-MALE
INFECTION,36.7367956556831,House391-780-MALE,House2550-5099-FEMALE
INFECTION,36.7375475769606,House521-1040-MALE,House427-9099-FEMALE
INFECTION,36.7379128876255,House1343-9205-MALE,House1823-8678-FEMALE
SAMPLING,36.7447012526234,House692-1383-FEMALE,House692-1383-FEMALE
SAMPLING,36.7522319310904,House3946-7890-MALE,House3946-7890-MALE
SAMPLING,36.7529150105907,House1336-2670-MALE,House1336-2670-MALE
INFECTION,36.755073200812,House4001-9093-FEMALE,House114-226-MALE
INFECTION,36.7583254422785,House4001-9782-FEMALE,House734-8641-MALE
INFECTION,36.7585319571039,House1343-8912-FEMALE,House3883-9463-MALE
SAMPLING,36.7611679501017,House1003-2004-MALE,House1003-2004-MALE
SAMPLING,36.7626028084992,House1511-3020-MALE,House1511-3020-MALE
SAMPLING,36.7639852463417,House557-8855-MALE,House557-8855-MALE
SAMPLING,36.7662025293732,House1051-8976-MALE,House1051-8976-MALE
INFECTION,36.7801513389681,House705-1408-MALE,House705-1409-FEMALE
INFECTION,36.7803779018118,House4001-9782-FEMALE,House1030-2058-MALE
INFECTION,36.781232192017,House2171-4340-MALE,House2171-4341-FEMALE
SAMPLING,36.78699473236,House2530-5058-MALE,House2530-5058-MALE
SAMPLING,36.7889391483376,House38-75-FEMALE,House38-75-FEMALE
INFECTION,36.791013054403,House4001-9462-FEMALE,House751-1500-MALE
INFECTION,36.7922942637731,House3804-7606-MALE,House3256-6511-FEMALE
INFECTION,36.7970997734036,House228-454-MALE,House228-455-FEMALE
SAMPLING,36.8006421687953,House2669-9411-MALE,House2669-9411-MALE
SAMPLING,36.8019429247627,House1859-8874-MALE,House1859-8874-MALE
SAMPLING,36.8046859219833,House1593-3185-FEMALE,House1593-3185-FEMALE
INFECTION,36.805290767084,House4001-8015-FEMALE,House199-396-MALE
SAMPLING,36.8088532778515,House2498-4994-MALE,House2498-4994-MALE
INFECTION,36.8223596182329,House579-1156-MALE,House4001-10020-FEMALE
SAMPLING,36.8268038401344,House1767-3533-FEMALE,House1767-3533-FEMALE
SAMPLING,36.8273269513949,House618-1234-MALE,House618-1234-MALE
SAMPLING,36.8293651187376,House1018-2035-FEMALE,House1018-2035-FEMALE
SAMPLING,36.8295008301644,House986-1970-MALE,House986-1970-MALE
SAMPLING,36.8361853300696,House3946-7891-FEMALE,House3946-7891-FEMALE
INFECTION,36.8391472118295,House547-1092-MALE,House1067-2133-FEMALE
SAMPLING,36.8414610381188,House835-1668-MALE,House835-1668-MALE
INFECTION,36.8519372037709,House1538-3074-MALE,House831-1661-FEMALE
INFECTION,36.8559246382448,House4001-8016-FEMALE,House1665-3328-MALE
SAMPLING,36.8620349195372,House376-751-FEMALE,House376-751-FEMALE
SAMPLING,36.8752979323387,House2070-9338-MALE,House2070-9338-MALE
SAMPLING,36.8796702824442,House4001-8033-FEMALE,House4001-8033-FEMALE
INFECTION,36.8830456815092,House20-38-MALE,House596-9986-FEMALE
INFECTION,36.8835405500902,House1373-9629-MALE,House851-10108-FEMALE
INFECTION,36.8848888224706,House2865-5729-FEMALE,House957-1912-MALE
SAMPLING,36.8982929596402,House84-167-FEMALE,House84-167-FEMALE
SAMPLING,36.9043051754226,House167-333-FEMALE,House167-333-FEMALE
INFECTION,36.9067878573171,House367-732-MALE,House367-10168-FEMALE
SAMPLING,36.9084624415491,House1043-2084-MALE,House1043-2084-MALE
INFECTION,36.9134091189054,House107-212-MALE,House4001-10090-FEMALE
INFECTION,36.9171573979432,House4001-10045-FEMALE,House1867-3732-MALE
SAMPLING,36.9189255314689,House408-814-MALE,House408-814-MALE
INFECTION,36.9224464831665,House3604-7206-MALE,House3604-7207-FEMALE
SAMPLING,36.9227316161323,House424-847-FEMALE,House424-847-FEMALE
SAMPLING,36.9266347214759,House1282-2562-MALE,House1282-2562-MALE
INFECTION,36.9281301672361,House4001-8180-FEMALE,House1347-2692-MALE
SAMPLING,36.9290758866884,House29-56-MALE,House29-56-MALE
INFECTION,36.9308089147922,House4001-8106-FEMALE,House1507-10311-MALE
SAMPLING,36.9339985434442,House1734-3467-FEMALE,House1734-3467-FEMALE
INFECTION,36.9397375929262,House4001-9782-FEMALE,House1911-3820-MALE
INFECTION,36.9406499837216,House4001-8119-FEMALE,House857-8928-MALE
INFECTION,36.9423822210646,House4001-8070-FEMALE,House817-1632-MALE
INFECTION,36.9478308228878,House315-629-FEMALE,House3628-8973-MALE
INFECTION,36.9523030076412,House1696-3390-MALE,House1696-3391-FEMALE
INFECTION,36.9526822440147,House3513-7024-MALE,House3513-7025-FEMALE
SAMPLING,36.9600626299718,House1937-3873-FEMALE,House1937-3873-FEMALE
SAMPLING,36.9667095257632,House1740-9167-FEMALE,House1740-9167-FEMALE
INFECTION,36.9682286379077,House4001-8011-FEMALE,House778-1554-MALE
INFECTION,36.9693662348604,House1507-10311-MALE,House1507-9445-FEMALE
INFECTION,36.9699469287031,House1101-2201-FEMALE,House1101-2200-MALE
SAMPLING,36.9704822645038,House2339-4676-MALE,House2339-4676-MALE
INFECTION,36.9741123572327,House1182-2362-MALE,House1182-2363-FEMALE
INFECTION,36.9741215944482,House2674-5347-FEMALE,House2674-8360-MALE
INFECTION,36.9758137805432,House1220-2439-FEMALE,House2722-5442-MALE
INFECTION,36.9783848369764,House2042-4083-FEMALE,House3368-6734-MALE
INFECTION,36.9812763016484,House1185-2368-MALE,House1850-3699-FEMALE
INFECTION,36.9852448285109,House4001-8163-FEMALE,House646-1290-MALE
SAMPLING,36.9852559649106,House1858-3715-FEMALE,House1858-3715-FEMALE
INFECTION,36.9910141304317,House1070-2138-MALE,House4001-8158-FEMALE
SAMPLING,36.9917592275067,House3461-6920-MALE,House3461-6920-MALE
SAMPLING,36.9921228123266,House2709-5416-MALE,House2709-5416-MALE
INFECTION,36.9925139803101,House2731-5460-MALE,House2731-9878-FEMALE
INFECTION,36.9926744331782,House597-9992-MALE,House4001-8048-FEMALE
INFECTION,36.9947650964788,House2370-8784-MALE,House2370-4739-FEMALE
INFECTION,36.9994762070161,House4001-9945-FEMALE,House1789-3576-MALE
INFECTION,37.0028848486257,House3544-7086-MALE,House105-9538-FEMALE
SAMPLING,37.0034484334454,House801-1601-FEMALE,House801-1601-FEMALE
INFECTION,37.0052874608969,House3988-7975-FEMALE,House1167-2332-MALE
INFECTION,37.0130469350508,House1033-8507-MALE,House4001-10313-FEMALE
INFECTION,37.0206632915138,House815-1628-MALE,House2783-10430-FEMALE
INFECTION,37.0262749808865,House4001-9226-FEMALE,House1732-9907-MALE
INFECTION,37.028100978872,House4001-8155-FEMALE,House357-10226-MALE
INFECTION,37.0323353243683,House432-862-MALE,House432-863-FEMALE
INFECTION,37.034605742238,House3209-6416-MALE,House3209-6417-FEMALE
SAMPLING,37.0347087678071,House4001-9577-FEMALE,House4001-9577-FEMALE
SAMPLING,37.0380463338673,House4001-9373-FEMALE,House4001-9373-FEMALE
INFECTION,37.0396240747301,House2462-9353-MALE,House2462-9733-FEMALE
SAMPLING,37.0443946042745,House3542-7083-FEMALE,House3542-7083-FEMALE
INFECTION,37.0448686190604,House1214-2426-MALE,House4001-10062-FEMALE
SAMPLING,37.0507497091124,House1784-3567-FEMALE,House1784-3567-FEMALE
